activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
"Casting Agencies And Bureaus, Such As Theatrical Casting Agencies",100606.0,78,781,7810,Activities of employment placement agencies,,Meydan,
Catering Services,100620.0,56,562,5629,Other food service activities,,Meydan,
Cement & Gypsum Trading,100624.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Cement Products Trading,100626.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Meydan,
Central Gas Tanks Filling,100631.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Central Station Linking Services,100632.0,80,802,8020,Security systems service activities,,Meydan,
Central Ventilators & Air Filters Trading,100633.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Centralized Administrative Offices,100634.0,70,701,7010,Activities of head offices,,Meydan,
Ceramic & Chinaware Trading,100635.0,46,464,4649,Wholesale of other household goods,,Meydan,
CHandeliers Trading,100645.0,46,464,4649,Wholesale of other household goods,,Meydan,
Charcoal & Firewood Trading,100646.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,Meydan,
Charters for Passengers & Cargo,100648.0,51,511,5110,Passenger air transport,,Meydan,
Cheerleading Instruction,100649.0,85,854,8541,Sports and recreation education,,Meydan,
Chemical & Biological Laboratory,100652.0,71,712,7120,Technical testing and analysis,,Meydan,
Chemical & Oil Engineering Consultancies,100653.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Chemical Fertilizers Trading,100656.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Chemicals & Wastes Transportation,100662.0,49,492,4923,Freight transport by road,,Meydan,
"Chemicals Storage
",100664.0,52,521,5210,Warehousing and storage,,Meydan,
Chess Club,100665.0,93,931,9312,Activities of sports clubs,,Meydan,
"Child Day Care Activities, Including For Handicapped Children",100666.0,88,889,8890,Other social work activities without accommodation,,Meydan,
Child Identification Kit Making,100667.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Child Skills Development Training,100668.0,85,854,8549,Other education n.e.c.,,Meydan,
Childbirth Support Services (Doula),100669.0,86,869,8690,Other human health activities,,Meydan,
Children Carts Rental,100671.0,77,772,7729,Renting and leasing of other personal and household goods,,Meydan,
Children Games & Baby Care Requisites Rental,100673.0,77,772,7721,Renting and leasing of recreational and sports goods,,Meydan,
Children Hairdressing,100674.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Children Mobile Hairdresser,100675.0,96,960,9602,Hairdressing and other beauty treatment,,Meydan,
Children With Autism Rehabilitation Center,100679.0,87,872,8720,"Residential care activities for mental retardation, mental health and substance abuse",,Meydan,
Chiropractic Center,100682.0,86,869,8690,Other human health activities,,Meydan,
Choreography,100685.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
Cine-Clubs,100687.0,59,591,5914,Motion picture projection activities,,Meydan,
Cinema,100688.0,59,591,5914,Motion picture projection activities,,Meydan,
Circus,100691.0,90,900,9000,"Creative, arts and entertainment activities",,Meydan,
City Cleaning Equipment Trading,100692.0,46,465,4659,Wholesale of other machinery and equipment,,Meydan,
Civil Aviation Information Services,100694.0,52,522,5223,Service activities incidental to air transportation,,Meydan,
Civil Engineering Consultancy,100695.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Claims Settlement Services,100700.0,66,662,6621,Risk and damage evaluation,,Meydan,
Classic Cars Trading,100701.0,45,451,4510,Sale of motor vehicles,,Meydan,
Cleaning Activities,100703.0,81,812,8129,Other building and industrial cleaning activities,,Meydan,
Cleaning Of Industrial Machinery,100706.0,81,812,8129,Other building and industrial cleaning activities,,Meydan,
Cleaning Of The Inside Of Road And Sea Tankers,100708.0,81,812,8129,Other building and industrial cleaning activities,,Meydan,
Cleanroom Systems Trading,100711.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Clinical Laboratory,100713.0,86,869,8690,Other human health activities,,Meydan,
Clinico Pathological And Other Diagnostic Activities Pertaining To Animals,100714.0,75,750,7500,Veterinary activities,,Meydan,
Cloth Hangers Trading,100716.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,Meydan,
Cloth Pressing Services,100717.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Meydan,
Cloud Service & Datacenters Providers,100724.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
Co-Operative Industrial,100725.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,Meydan,
Co-Operative Society,100726.0,94,949,9499,Activities of other membership organizations n.e.c.,,Meydan,
Co-Operatives Agricultural,100727.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,Meydan,
Coastal Engineering Consultancies,100731.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Coffee Shop,100736.0,56,563,5630,Beverage serving activities,,Meydan,
Coffee Trading,100735.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Cold Storage,100739.0,52,521,5210,Warehousing and storage,,Meydan,
Collateral Management Services,100741.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Collection Agencies And Credit Bureaus,100745.0,82,829,8291,Activities of collection agencies and credit bureaus,,Meydan,
Collection Of Letter-Mail And Parcels From Public Letter-Boxes Or From Post Offices,100749.0,53,531,5310,Postal activities,,Meydan,
"Collection Of Payments For Claims And Remittance Of Payments Collected To The Clients, Such As Bill Or Debt Collection Services",100751.0,82,829,8291,Activities of collection agencies and credit bureaus,,Meydan,
College,100756.0,85,853,8530,Higher education,,Meydan,
College Board Preparation,100757.0,85,854,8549,Other education n.e.c.,,Meydan,
Combined Facilities Support Activities,100760.0,81,811,8110,Combined facilities support activities,,Meydan,
Combined Office Administrative Service Activities,100761.0,82,821,8211,Combined office administrative service activities,,Meydan,
Commercial And Consumer Photograph Production,100763.0,74,742,7420,Photographic activities,,Meydan,
Commercial Art Galleries,100764.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Commercial Brokerage Services,100766.0,46,461,4610,Wholesale on a fee or contract basis,,Meydan,
Commercial Brokers,100766.0,46,461,4610,Wholesale on a fee or contract basis,,Meydan,
Commercial Information Services,100770.0,70,702,7020,Management consultancy activities,,Meydan,
Commercial Photographs Production,100771.0,74,742,7420,Photographic activities,,Meydan,
Commercial Publications Editing,100772.0,58,581,5811,Book publishing,,Meydan,
Communication Consultancy,100776.0,70,702,7020,Management consultancy activities,,Meydan,
Communication Engineering Services,100777.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Community And Neighborhood Activities,100778.0,88,889,8890,Other social work activities without accommodation,,Meydan,
Community College,100779.0,85,853,8530,Higher education,,Meydan,
Companies Representation,100780.0,70,701,7010,Activities of head offices,,Meydan,
"Compiling Of Information, Such As Credit And Employment Histories On Individuals And Credit Histories On Businesses And Providing The Information To Financial Institutions, Retailers And Others Who Have A Need To Evaluate The Creditworthiness Of These Persons And Businesses",100783.0,82,829,8291,Activities of collection agencies and credit bureaus,,Meydan,
Compliance Certification For Building Construction Products,100784.0,71,712,7120,Technical testing and analysis,,Meydan,
Compliance Consultancy,100785.0,66,661,6619,Other activities auxiliary to financial service activities,,Meydan,
Computer & Data Processing Requisites Trading,100790.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Meydan,
Computer Consultancy And Computer Facilities Management Activities,100792.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Computer Disaster Recovery,100793.0,62,620,6209,Other information technology and computer service activities,,Meydan,
Computer Electric Accessories Trading,100794.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Meydan,
Computer Equipment Requisites Trading,100796.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Meydan,
Computer Programming Activities,100801.0,62,620,6201,Computer programming activities,,Meydan,
"Computer Programming, Consultancy And Related Activities",100801.0,62,620,6200,"Computer programming, consultancy and related activities",,Meydan,
Computer Repair & Maintenance,100802.0,95,951,9511,Repair of computers and peripheral equipment,,Meydan,
Computer Repair Training,100803.0,85,852,8522,Technical and vocational secondary education,,Meydan,
Computer System Housing Services,100807.0,63,631,6311,"Data processing, hosting and related activities",,Meydan,
Computer Systems & Communication Equipment Software Design,100808.0,62,620,6201,Computer programming activities,,Meydan,
Computer Systems & Communication Equipment Software Trading,100809.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Meydan,
Computer Systems Consultancies,100811.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
Computer Training,100813.0,85,854,8549,Other education n.e.c.,,Meydan,
Concept & Design Consultancy,100816.0,62,620,6202,Computer consultancy and computer facilities management activities,,Meydan,
"Concession Operation Of Coin-Operated Personal Service Machines (Photo Booths, Weighing Machines, Machines For Checking Blood Pressure, Coin-Operated Lockers Etc.)",100817.0,96,960,9609,Other personal service activities n.e.c.,,Meydan,
Concierge Services,100818.0,81,811,8110,Combined facilities support activities,,Meydan,
Conducting Marketing Campaigns And Other Advertising Services Aimed At Attracting And Retaining Customers,100823.0,73,731,7310,Advertising,,Meydan,
Confectionery & Chocolate Trading,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Meydan,
Conferences & Seminars Organizing,100827.0,82,823,8230,Organization of conventions and trade shows,,Meydan,
Construction and Demolition Waste Collection and Transportation Services,100832.0,38,381,3811,Collection of non-hazardous waste,,Meydan,
Construction Chemicals Trading,100835.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,Meydan,
Construction Engineering Services,100836.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Meydan,
Construction Equipment & Machinery Rental,100838.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Meydan,
Construction Equipment & Machinery Spare Parts Trading,100839.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
Construction Equipment & Machinery Trading,100840.0,47,477,4773,Other retail sale of new goods in specialized stores,,Meydan,
"Consultants Other Than Architecture, Engineering And Management Consultants",100861.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,Meydan,
Continuing Care Retirement Communities,100881.0,87,873,8730,Residential care activities for the elderly and disabled,,Meydan,
Convalescence House,100883.0,87,871,8710,Residential nursing care facilities,,Meydan,
Converting Industries Equipment & Machinery Rental,100884.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Meydan,
Cookers & Cook Stove Repair,100886.0,95,952,9522,Repair of household appliances and home and garden equipment,,Meydan,
Cookers & Cook Stoves Trading,100888.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,Meydan,
Cooking & Household Training Services,100889.0,85,854,8549,Other education n.e.c.,,Meydan,
Cooking Consultant,100890.0,70,702,7020,Management consultancy activities,,Meydan,
Cord Blood Center,100897.0,86,869,8690,Other human health activities,,Meydan,
