activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Wholesale of Oil Well Chemicals Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Paper Products Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Paper Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Pearls and Precious Stones Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Photocopiers and Outfit Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Pipes and Tubes Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Plate Heat Exchangers Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Polyurethane Foam Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Poultry Equipment and Apparatuses(Farms) Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Prefabricated Houses and Parts Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Professional Health and Safety Outfit and Tools Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
"Wholesale of Pumps, Motors and Valves and Outfit Trading",,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Raw Metals Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Wholesale of Refined Oil Products Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Refrigerated and Frozen Meat Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Rubber Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Safety and Fire Fighting Equipment and Devices Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Salt Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Sanitary Ware and Connections Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Sea Cleaning Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Security Apparatuses and Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Self-adhesive Material Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Sewing machines trade and supplies Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Shipment Containers Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Spare Parts and  Airplanes Sections Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Spare Parts of Electrical And Electronic Devices Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
"Wholesale of Spare Parts, Sections of Ships and Boats Trading",103296.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Specialized Photography Equipment Tools and Outfit Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Spice,103235.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Sports Clothes Trading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Wholesale of Sterilized Room System Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Sterilizers and Disinfectants Trading,103202.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Sugar Trading,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Suitcases and Travel Requisites Trading,103196.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Synthetic Chemical Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Systems and Energy Saving Tools and Accessories Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Tanned Leather Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Tar and Asphalt Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Tea Trading,103268.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Tents and shade Trading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Wholesale of Textile YarnsTrading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Wholesale of Timber Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
"Wholesale of Tools and medical supplies, therapeutic and surgical Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Trade Cutters (Sheet Metal) Fire Resistance Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of transport equipment (except vehicles) Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Wholesale of Treatment Chemicals, Water Purification Trading",,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Underwear Trading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Wholesale of Unworked Gold and Precious Metals Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Wholesale of Upholstery Material and Outfit Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Used Home Furniture Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Utensils and Tools Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Vehicles Fuel Distribution Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Ventilation Devices Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Water Desalination Equipment and Machinery and Outfit Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Water Treatment Equipment and Purification Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Well Drilling Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Wool and Hair Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Wholesale of Workshop Equipment and Machines and Spare Parts Trading,102999.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Workshop Metal Equipment and Tools Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wireless Equipment and Instruments Trading,103004.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Wires and Cables Trading,103003.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Women Body Fitness Club,,93,931,9312,Activities of sports clubs,,SRTIP,
Women Personal Care and Beauty,,96,960,9602,Hairdressing and other beauty treatment,,SRTIP,
Wooden Products Trading,103001.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wool and Animal Hair Trading,103000.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Work Relations Development Council,,94,941,9411,Activities of business and employers membership organizations,,SRTIP,
"Workshop Equipment, Machinery and Spare Parts Trading",102999.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Workshop Hardware and Tools Trading,102998.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Reproduction Audio Recordings on Various Recording Media Reproduction Audio Recordings on Various Recording Media,103599,18,182,1820,Engages in the reproduction and duplication of audio recordings on various physical recording media for commercial distribution.,,Srtip,Draft
Green Vehicles Charging Systems Installation and Maintenance Includes installing all specialised systems related to the Green Parking which includes Green Vehicle Charging Systems,101224,43,432,4320,Provides installation and maintenance services for specialized green vehicle charging systems and related green parking infrastructure.,,Srtip,Draft
"Transportation of Ships Waste Oils Includes establishments that collect petroleum wastes resulting from tankers, wells, marine platforms, and fuel tanks",103126,38,381,3812,"Collects and transports waste oils generated from ships, tankers, marine platforms, and fuel storage facilities.",,Srtip,Draft
"Security & Surveillance Systems Installation & Maintenance Includes facilities that install and maintain equipment for security and protection from burglary, surveillance cameras and security equipment",104014,80,802,8020,Installs and maintains security and surveillance systems including burglary protection equipment and surveillance cameras.,,Srtip,Draft
"Electricity Transmission And Control Equipment Installation Works Includes installing equipment for transport and distribution of electricity, power frequency control, and electrical/electronic control systems",101245,43,432,4321,"Conducts installation works for electricity transmission and control equipment, including power distribution and frequency control systems.",,Srtip,Draft
Electrical Generators And Transformers Installation And Maintenance Specialized installation of generators and transformers for buildings and maintenance operations,101236,43,432,4321,Specializes in the installation and maintenance of electrical generators and transformers for buildings and industrial facilities.,,Srtip,Draft
"Fire Fighting & Safety Equipment Installation Specialized installation and operation of security and safety equipment, fire extinguishing, alarm systems testing and training",101914,80,802,8020,"Provides specialized installation, operation, and testing of fire fighting and safety equipment, including alarm systems and training services.",,Srtip,Draft
"Air-Condition, Ventilations, Air Filtration Systems Installation & Maintenance Specialized contractor for installing ventilation and cooling systems including central air conditioners and units",100152,43,432,4322,"Offers installation and maintenance services for air-conditioning, ventilation, and air filtration systems in residential and commercial buildings.",,Srtip,Draft
"Installation Of Internal Sewerage Fittings For Buildings Installation of special health extensions, internal sewage connections to buildings, water pipes",102932,37,360,3600,"Installs internal sewerage fittings and plumbing connections within buildings, including health extensions and water pipe systems.",,Srtip,Draft
"Electromechanical Equipment Installation & Maintenance Installation of electromechanical works for mechanical workshops, factories, energy equipment, lifting and towing equipment",101247,33,332,3320,"Performs installation and maintenance of electromechanical equipment for mechanical workshops, factories, and energy-related machinery.",,Srtip,Draft
Water Desalination And Treatment Plants Operation And Maintenance Managing and directing physical and technical functions of desalination and sewage treatment plants,101025,36,353,3530,"Operates and maintains water desalination and treatment plants, managing their physical and technical functions.",,Srtip,Draft
"Fibre Glass Products Maintenance Specialized in work on various fiberglass products including water storage tanks, boats, ships components",101408,33,331,3315,"Provides maintenance services for fiberglass products such as water storage tanks, boats, and ship components.",,Srtip,Draft
"Decoration Design & Implementation Using 3D Printing Technology Design and implementation of decoration, landscaping, exhibitions fixtures using 3D printing technology",103587,18,181,1811,"Designs and implements decorative projects, landscaping, and exhibition fixtures using advanced 3D printing technology.",,Srtip,Draft
"New Trailers Trading Businesses trading in new trailers devoted to transport goods, construction materials, and tanks in different sizes and types",104015,46,454,4540,"Engages in the trading of new trailers designed for transporting goods, construction materials, and tanks of various sizes and types.",,Srtip,Draft
Passengers Used Cars Trading Commercial agencies or exhibitions to sell used passenger cars for personal use or commercial leasing,103075,45,451,4510,Operates commercial agencies or exhibitions specializing in the sale and leasing of used passenger cars for personal and commercial use.,,Srtip,Draft
"Cars New Spare Parts Trading Specialized in sale of new spare parts for cars, detergents, dyes, and car glass. Excludes buses, trucks, batteries and tires",100592,45,453,4530,"Specializes in the retail sale of new spare parts for cars, including detergents, dyes, and car glass, excluding parts for buses, trucks, batteries, and tires.",,Srtip,Draft
"Cars Used Spare Parts Trading Specialized in sale of used spare parts for all types of cars, including complete used car engines",100601,45,453,4530,"Trades in used spare parts for all types of cars, including complete used engines and other automotive components.",,Srtip,Draft
Cars Tyres and Outfit Trading Trade in car tires and smaller vehicle tires including all constituent parts. Does not include repair or replacement of tires,104016,45,453,4530,"Engages in the trade of car tires and smaller vehicle tires along with their constituent parts, excluding tire repair or replacement services.",,Srtip,Draft
"Cars Batteries Trading Trade in liquid batteries used in electric power generation engines for light vehicles, boats, motorcycles and all 12-Volt engines",100594,45,453,4530,"Trades in liquid batteries used for electric power generation in light vehicles, boats, motorcycles, and all 12-volt engine applications.",,Srtip,Draft
"Cars Accessories Trading Shops selling car accessories including stickers, thermal radiation materials, small media stickers. Does not include car TVs",100592,45,453,4530,"Operates retail shops selling car accessories such as stickers and thermal radiation materials, excluding car television equipment.",,Srtip,Draft
"Motorcycles Trading Commercial agencies or trade fairs selling two-wheeled motor vehicles for entertainment, sports, or other purposes",104017,45,454,4540,"Engages in the commercial agency and trade fair activities for the sale and distribution of two-wheeled motor vehicles used for entertainment, sports, or transportation.",,Srtip,Draft
Commercial Agent Facilities playing negotiator or mediator between contract parties for business operations in return for commission. Excludes real estate mediation,100762,46,461,4610,"Acts as an intermediary by negotiating and mediating business contracts between parties in exchange for commission, excluding real estate transactions.",,Srtip,Draft
"Wholesale of Canned and Preserved Foodstuff Trading Wholesale of canned and preserved food products including fruits, vegetables, meats in sealed metal, frozen, plastic, paper, wood or glass packaging",104018,46,463,4630,"Specializes in the wholesale distribution of canned and preserved food products including fruits, vegetables, and meats packaged in various sealed containers.",,Srtip,Draft
"Dietary Supplements - Wholesale Trade Wholesale of health food and cosmetics to complement diet including vitamins, minerals, fiber, fatty acids and amino acids",104019,46,463,4630,"Distributes dietary supplements and health-related products such as vitamins, minerals, fiber, fatty acids, and amino acids to wholesale buyers.",,Srtip,Draft
Wholesale of Refrigerated and Frozen Meat Trading Businesses specialized in meat refrigerated or chilled for sale in local markets without interference in canning or saving meat,104020,46,463,4630,Conducts wholesale trade of refrigerated and frozen meat products intended for local market sale without engaging in meat processing or preservation.,,Srtip,Draft
Wholesale of Carbonated Beverages Trading Bulk trading of carbonated soft drinks and sparkling beverages to retailers and food service outlets,104021,46,463,4630,Provides bulk wholesale distribution of carbonated soft drinks and sparkling beverages to retailers and food service providers.,,Srtip,Draft
"Cigarettes and Tobacco and its Products Trading Wholesale trading of cigarettes, tobacco, and related products focusing on distribution and supply chain management",104022,46,463,4630,"Manages the wholesale supply and distribution of cigarettes, tobacco, and related products through efficient supply chain operations.",,Srtip,Draft
"Wholesale of Cosmetics and Trading Wholesale of all kinds of cosmetics and beauty products including nail polish, creams, makeup, hair products, wigs, eyelashes",104023,46,464,4649,"Engages in the wholesale trade of a wide range of cosmetics and beauty products including makeup, creams, hair care items, and accessories.",,Srtip,Draft
"Wholesale of Tools and Medical Supplies, Therapeutic and Surgical Trading Wholesale of medical devices, prosthetics, surgical supplies, orthopedic aids, surgical sutures, bandages, surgical masks and gloves",104024,46,466,4660,"Supplies medical devices, prosthetics, surgical supplies, and therapeutic equipment on a wholesale basis to healthcare providers and institutions.",,Srtip,Draft
"Wholesale of Computers And Outfit Trading Wholesale trading of computer devices including screens, memory units, printers, plotters, CD-ROM drives and accessories",104025,46,465,4651,"Wholesale trades computer hardware and peripheral devices including screens, memory units, printers, and related accessories.",,Srtip,Draft
"Wholesale Trading of Smart Systems Sell smart systems to resellers. Smart systems include sensing, actuating, and controlling functions for smart decisions and analyses",104026,46,465,4652,"Distributes smart systems incorporating sensing, actuating, and control functions to resellers for applications in automation and data analysis.",,Srtip,Draft
"Wholesale of Oil and Natural Gas Well Equipment and Devices and Spare Parts Trading Wholesale of equipment for oil and natural gas systems from survey/exploration to storage, including drilling, pump, gas liquefaction equipment",104027,46,465,4659,"Wholesale supplies equipment and spare parts used in oil and natural gas exploration, drilling, pumping, and storage operations.",,Srtip,Draft
Wholesale of Crude Oil Trading Wholesale trade of crude oil from local markets or through importation which had not been through refining stages,104028,46,466,4661,Engages in the wholesale trade of unrefined crude oil sourced locally or through imports for industrial and commercial use.,,Srtip,Draft
"Wholesale of Unworked Gold and Precious Metals Trading Wholesale trade in precious metals such as gold, silver, platinum in original state, ingots, blocks, strings, or chips before manufacturing",104029,46,466,4662,"Trades in unworked precious metals such as gold, silver, and platinum in their original forms including ingots, blocks, and chips prior to manufacturing.",,Srtip,Draft
"Timber Trade - Wholesale Wholesale trade of all types of wood in original state or cut into boards, slices, or blocks for construction or industrial purposes",103382,46,466,4663,"Conducts wholesale trade of timber products including raw wood, boards, slices, and blocks for construction and industrial applications.",,Srtip,Draft
"Wholesale of Agricultural and Veterinary Pesticides Trading Wholesale trade of agricultural and veterinary pesticides in local markets, either through imports or locally produced items",104030,46,462,4620,Wholesale distributes agricultural and veterinary pesticides sourced locally or imported for use in pest control and crop protection.,,Srtip,Draft
Wholesale of Sterilizers and Disinfectants Wholesale trading of disinfectants and sterilizers made of chemicals in gaseous or liquid form to eliminate microorganisms,103202,46,466,4660,Supplies chemical sterilizers and disinfectants in gaseous or liquid forms on a wholesale basis to eliminate harmful microorganisms.,,Srtip,Draft
"Wholesale of Jewelry, Diamond, and Precious Stones Wholesale trade in jewelry, diamonds, and precious stones",104031,46,466,4660,"Engages in the wholesale trade of fine jewelry, diamonds, and other precious stones for retail and manufacturing purposes.",,Srtip,Draft
Wholesale of Medications Trading Wholesale trade of all types of medical therapeutic medications or those used in scientific research,104032,46,466,4660,Wholesale distributes a broad range of therapeutic medications and pharmaceutical products used in medical treatment and scientific research.,,Srtip,Draft
"Wholesale of Laboratory and Factory Tools and Outfit Trading Wholesale trade of tools and supplies used in laboratories for research, examinations, and lab tests for scientific, medical, or other purposes",104033,46,465,4650,"Supplies laboratories and factories with tools, equipment, and supplies necessary for scientific research, testing, and examination on a wholesale basis.",,Srtip,Draft
